text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc	pic_desc
agglь	аггль	agglъ	angel	Nmpgy		46	7	3	obl															
wtpadьšix	ѿпадьших	otpadъšix	otpadna	Vmpa-pea	Ampgy	46	8	7	acl															
sь+	сь+	sъ	iz	Sg		46	9	8	case															
nbsь.	нбсь.	nbsъ	nebe	Nnpgn		46	10	8	obl	abl				1										
																								
arxistratizi.	архистратизи.	arxistratizi	arxistratig	Nmpny		47	1	2	nsubj				The archstrateges said:											
rekoše	рекоше	rekoše	reka	Vmia3pe		47	2	0	root															
																								
gi	ги	gi	Gospod	Nmsvy	Nmsgy	48	1	5	vocative				ʺO Lord, until when will the Evil one deceive and torment the mankind?ʺ	1										
dokole+	доколе+	dokole	dokole	Pq		48	2	5	advmod															
ištetь+	ищеть+	ištetъ	iskam	Vmip3si		48	3	5	aux	fut														
litavi.	литави.	litavi	litav	Amsny		48	4	5	nsubj															
bla_zni	бла_зни	blazni	blaznja	Vmia3si		48	5	0	root					1		A shortened infinitive?								
i+	и+	i	i	C		48	6	7	cc															
mučiti+	мꙋчити+	mučiti	mъča	Vmn---i		48	7	5	conj															
rod+	род+	rod	rod	Nmsnn		48	8	5	obj															
člčaski	члчаски	člčaski	človečeski	Amsny		48	9	8	amod					1										
																								
gь	гь	gъ	Gospod	Nmsny		49	1	2	nsubj				The Lord said:											
rče	рче	rče	reka	Vmia3se		49	2	0	root															
																								
vьzmù	вьзмꙋ̀	vъzmu	vzema	Vmip1se		50	1	0	root				ʺI will take 6 honors (parts?) from the world, from the 6 ages of the world.ʺ											
*z*	·з·	*z*	6	Mc		50	2	3	nummod															
čestь+	честь+	čestъ	čest	Nfpgn		50	3	1	obj							The sentence is not meant to make sense anyway, so both CS <i>čьstь</i> 'honor' and <i>čęstь</i> 'part' could appear in the context.								
wt	ѿ	ot	ot	Sg		50	4	5	case															
mì_ra+	мѝ_ра+	mira	mir	Nmsgn		50	5	1	obl	abl				1										
wt	ѿ	ot	ot	Sg		50	6	8	case															
*z*	·з·	*z*	6	Mc		50	7	8	nummod															
mîrь`	ми̂рь̀	mirъ	mir	Nmpgn	Nmsnn	50	8	5	appos															
vékovь,	ве́ковь,	vekovъ	vek	Nmpgn		50	9	8	nmod															
																								
arxa_ngli+	арха_нгли+	arxangli	arxangel	Nmpny		51	1	3	nsubj				Archangels did not understand the word, which the Lord said.	1										
ne+	не+	ne	ne	Qz		51	2	3	advmod															
razúmeše.	разꙋ́меше.	razumeše	razumeja	Vmia3pi	Vmii3si	51	3	0	root															
slóvù	сло́вꙋ̀	slovu	slovo	Nnsdn		51	4	3	obl	iobj				1										
eže+	еже+	eže	iže	Pr-nsn		51	5	6	mark															
rče+	рче+	rče	reka	Vmia3se		51	6	4	acl															
gь.	гь.	gъ	Gospod	Nmsny		51	7	6	nsubj															
																								
i+	и+	i	i	C		52	1	2	cc				And they said:											
rékoše	ре́коше	rekoše	reka	Vmia3pe		52	2	0	root															
																								
prója_vi+	про́ꙗ_ви+	projavi	projavja	Vmm-2se		53	1	0	root				ʺExplain us, what you told us!ʺ	1										
ni+	ни+	ni	nie	Pp1-pa		53	2	1	obl	iobj														
eže+	еже+	eže	iže	Pr-nsn		53	3	4	mark															
rče+	рче+	rče	reka	Vmia3se		53	4	1	advcl	obj														
ni,	ни,	ni	nie	Pp1-pa		53	5	4	obl	iobj														
																								
gь+	гь+	gъ	Gospod	Nmsny		54	1	2	nsubj				The Lord said:											
rče	рче	rče	reka	Vmia3se		54	2	0	root															
																								
ima_mь	има_мь	imamъ	imam	Vaip1si		55	1	3	aux	fut			ʺI shall explain the word to you on a table,ʺ	1										
vamь`.	вамь̀.	vamъ	vie	Pp2-pd		55	2	3	obl	iobj														
projaviti	проꙗвити	projaviti	projavja	Vmn---e		55	3	0	root															
sló_vo+	сло́_во+	slovo	slovo	Nnsnn		55	4	3	obj					1										
na+	на+	na	na	Sl		55	5	6	case															
dь´ske,	дь́ске,	dъske	dъska	Nfsdn		55	6	3	obl	loc														
vamь+	вамь+	vamъ	vie	Pp2-pd		55	7	2	appos				ʺto you, who understand my truth (?)ʺ											
razumei+	разꙋмеи+	razumei	razumeja	Vmpp-sia	Amsny	55	8	7	acl					1										
istini+	истини+	istini	istina	Nfsgn		55	9	8	obj															
wt+	ѿ+	ot	ot	Sg		55	10	11	case															
mene+	мене+	mene	az	Pp1-pg		55	11	9	nmod															
																								
amínь.	ами́нь.	aminъ	amin	I		56	1	2	discourse				ʺAmen, I say to you:ʺ											
glu	глꙋ	glu	glagolati	Vmip1si		56	2	0	root					1										
vamь+	вамь+	vamъ	vie	Pp2-pd		56	3	2	obl	iobj														
																								
egda	егда	egda	egda	Pr		57	1	3	mark				ʺWhen Satanael became deceived, he ran away,ʺ											
satanailь.	сатанаиль.	satanailъ	Satanail	Nmsny		57	2	3	nsubj															
sьbla_zni	сьбла_зни	sъblazni	sъblaznja	Vmia3se		57	3	5	advcl					1										
se.	се.	se	se	Px---a		57	4	3	expl															
wtběže	ѿбѣже	otběže	otběgna	Vmia3se		57	5	0	root															
																								
i+	и+	i	i	C		58	1	7	cc				ʺand he put illnesses into the soil of man, whom I created by my hands.ʺ											
bolezni	болезни	bolezni	bolěznь	Nfpnn		58	2	7	obj					1										
vь+	вь+	vъ	v	Sa		58	3	4	case															
prьst+	прьст+	prъst	prъst (2)	Nfsnn		58	4	7	obl															
nà.	нà.	na	na	Sa		58	5	6	case															
člka+	члка+	člka	človek	Nmsgy		58	6	4	nmod															
položi.	положи.	položi	položa	Vmia3se		58	7	0	root					1										
egože+	егоже+	egože	iže	Pr-msg		58	8	10	mark															
azь+	азь+	azъ	az	Pp1-sn		58	9	10	nsubj															
sьtvorix	сьтворих	sъtvorix	sъtvorja	Vmia3se		58	10	6	acl															
svoima	своима	svoima	svoi	Afddy		58	11	12	amod	poss				2										
rukami,	рꙋками,	rukami	rъka	Nfpin		58	12	10	obl		42v	/img/satan/42v.JPG				Number discord following <i>svoima</i>.								
																								
nь+	нь+	nъ	no	C		59	1	5	cc				ʺBut he, too, will be participating in my Second Coming.ʺ											
i+	и+	i	i	C		59	2	3	amod															
tь+	ть+	tъ	tъ	Pd-msn		59	3	5	nsubj															
xoštetь	хощеть	xoštetъ	xotěti	Vaip3si		59	4	6	aux	fut				1										
častnь`+	частнь̀+	častnъ	čęstьn	Amsnn		59	5	0	root															
biti,	бити,	biti	sъm	Vmn---i		59	6	5	cop															
vь+	вь+	vъ	v	Sl		59	7	10	case															
vtóróe	вто́ро́е	vtoroe	vtori	Ansny		59	8	10	amod	det				1										
moe	мое	moe	moi	Ansny		59	9	10	amod	poss														
prišastïe.	пришастїе.	prišastie	prišestvie	Nnsnn		59	10	5	obl	loc														
																								
togda	тогда	togda	togda	Pr		60	1	2	advmod				ʺThen, death will rule over every living creature on the earth, on men and cattle (alike).ʺ											
crь_stvovati,	црь_ствовати,	crъstvovati	carstvuvam	Vmn---i		60	2	0	root					1										
xoštetь+	хощеть+	xoštetъ	xotěti	Vaip3si		60	3	2	aux	fut														
sьmrь_tь	сьмрь_ть	sъmrъtъ	smъrt	Nfsnn		60	4	2	nsubj					1										
na	на	na	na	Sl		60	5	7	case															
vsakomь,	всакомь,	vsakomъ	vsěki	Amsin		60	6	7	amod	det														
dixanïemь`	диханїемь̀	dixaniemъ	dixanie	Nnsin		60	7	2	obl	loc				1										
po+	по+	po	po	Sd		60	8	9	case															
zemlì,	землѝ,	zemli	zemlja	Nfsdn		60	9	7	nmod	loc														
na+	на+	na	na	Sl		60	10	11	case															
člvicex+	члвицех+	člvicex	človek	Nmply		60	11	7	appos															
i+	и+	i	i	C		60	12	13	cc															
sko_texь,	ско_техь,	skotexъ	skot	Nmpln		60	13	11	conj					1										
																								
jako+	ꙗко+	jako	jako (2)	C		61	1	5	cc				ʺFor that is what Satanael sowed by his transgression (into?) the soil, (as?) a deadly sting.ʺ											
to+	то+	to	to	Qd		61	2	5	obj															
i+	и+	i	i	C		61	3	4	cc															
vse+	все+	vse	vse	Ansnn		61	4	2	conj															
vьseja+	вьсеꙗ+	vъseja	vseja	Vmia3se		61	5	0	root															
sa_tanailь.	са_танаиль.	satanailъ	Satanail	Nmsny		61	6	5	nsubj					1										
svoimь+	своимь+	svoimъ	svoi	Amsiy		61	7	8	amod	poss														
prěstu_plenïemь+	прѣстꙋ_пленїемь+	prěstupleniemъ	prestъplenie	Nnsin		61	8	5	obl					1										
prьstь.	прьсть.	prъstъ	prъst (2)	Nfsnn		61	9	5	obl															
želo	жело	želo	žęlo	Nmsnn		61	10	2	acl					1										
sьmrьtnoe,	сьмрьтное,	sъmrъtnoe	smъrten	Ansny		61	11	10	amod															
																								
i+	и+	i	i	C		62	1	2	cc				ʺAnd the power of Satanael (will fall?) into the outer darkness.ʺ											
vlastь	власть	vlastъ	vlast	Nfsnn		62	2	0	root															
sa_tanailova.	са_танаилова.	satanailova	Satanailov	Afsnn		62	3	2	amod	poss				1										
vь+	вь+	vъ	v	Sa		62	4	5	case															
tmù+	тмꙋ̀+	tmu	tъma	Nfsan		62	5	2	obl															
kro_mešnuju,	кро_мешнꙋю,	kromešnuju	kromešen	Afsay		62	6	5	amod					1										
																								
i+	и+	i	i	C		63	1	4	cc				ʺAnd then He will create another world without bottom,ʺ											
po	по	po	po	Sl		63	2	3	case															
tomь`	томь̀	tomъ	tъ	Pd-msl		63	3	4	obl															
sьtvo_ri	сьтво_ри	sъtvori	sъtvorja	Vmia3se		63	4	0	root					1										
drug+	дрꙋг+	drug	drug	Amsnn		63	5	6	amod	det														
svètь+	свѐть+	svetъ	svět	Nmsnn		63	6	4	obj															
bezdani.	бездани.	bezdani	bezdъnen	Amsny		63	7	6	amod															
iže	иже	iže	iže	Pr-msn		63	8	10	mark				ʺwhich (is) also without death and without end.ʺ	1										
i	и	i	i	C		63	9	10	amod															
besmrьtni,	бесмрьтни,	besmrъtni	bezsmъrten	Amsny		63	10	7	acl															
i	и	i	i	C		63	11	12	cc															
bezьsko_čani.	безьско_чани.	bezъskočani	beskonьčьn	Amsny		63	12	10	conj					1										
																								
i+	и+	i	i	C		64	1	3	cc				ʺAnd there will be joy and life.ʺ											
tui	тꙋи	tui	tu	Pr		64	2	3	advmod															
bdětь+	бдѣть+	bdětъ	bъda	Vmip3se		64	3	0	root															
radostь	радость	radostъ	radost	Nfsnn		64	4	3	nsubj					1										
i+	и+	i	i	C		64	5	6	cc															
životь+	животь+	životъ	život	Nmsnn		64	6	4	conj															
																								
bdětь.	бдѣть.	bdětъ	bъda	Vmip3se		65	1	0	root				ʺThe righteous will be with me in the Kingdom of Heaven.ʺ			The form does not agree with the plural subject.								
pravedni_ci+	праведни_ци+	pravednici	pravednik	Nmpny		65	2	1	nsubj					1										
sь+	сь+	sъ	s	Si		65	3	4	case															
mnoju	мною	mnoju	az	Pp1-si		65	4	1	obl															
vь	вь	vъ	v	Sl		65	5	6	case															
crьstvoù	црьствоу̀	crъstvou	carstvo	Nnsdn		65	6	1	obl	loc				1										
nbsenoùmь.	нбсеноу̀мь.	nbsenoumъ	nebesen	Nnsin	Nnsdn	65	7	6	amod							The corrupted ending can reflect both sg.dat and loc/inst.								
																								
a+	а+	a	a	C		66	1	3	cc				ʺBut the law-breakers will fall away.ʺ											
zakono_prě_stupnici	законо_прѣ_стꙋпници	zakonoprěstupnici	zakonoprěstǫpьnik	Nmpny		66	2	3	nsubj					2										
ispadutь.	испадꙋть.	ispadutъ	izpadna	Vmip3pe		66	3	0	root		43r	/img/satan/43r.JPG												
																								
i+	и+	i	i	C		67	1	2	case				And they (?) set up a voice, saying:											
usa_diše+	ꙋса_дише+	usadiše	usaditi	Vmia3pe		67	2	0	root					1										
glsь+	глсь+	glsъ	glas	Nmsnn		67	3	2	obj															
gljušte.	глюще.	gljušte	glagolati	Vmpp-pia	Ampnn	67	4	2	advcl															
																								
ne+	не+	ne	ne	Qz		68	1	2	amod				ʺThe dishonorable will not see the glory of God.ʺ											
čisti_vi+	чисти_ви+	čistivi	čestiv	Amsny		68	2	4	nsubj					1										
ne+	не+	ne	ne	Qz		68	3	4	advmod															
uzretь	ꙋзреть	uzretъ	uzrěti	Vmip1se		68	4	0	root															
sláve	слáве	slave	slava	Nfsdn		68	5	4	obj							< *<i>slavę</i> < *<i>slavǫ</i> because of nasal mixing ? Or a Serbism?								
bžïe	бжїе	bžie	božii	Afsgy		68	6	5	amod	poss				1										
																								
i+	и+	i	i	C		69	1	2	cc				And the archistrateges said:											
rekoše+	рекоше+	rekoše	reka	Vmia3pe		69	2	0	root															
arxistratizi.	архистратизи.	arxistratizi	arxistratig	Nmpny		69	3	2	nsubj															
																								
eli_ko+	ели_ко+	eliko	eliko	Pr		70	1	2	mark				ʺYou can, as much as you will.ʺ	1										
xoštešь´	хощешь́	xoštešъ	xotěti	Vmip2si		70	2	3	advcl							Shortened 2sg.prs forms.								
možěšь.	можѣшь.	možěšъ	moga	Vmip2si		70	3	0	root															
																								
i+	и+	i	i	C		71	1	3	cc				And again, the Lord said:									4	Sending of Michael	
paki	паки	paki	paki	R		71	2	3	advmod					1										
rče+	рче+	rče	reka	Vmia3se		71	3	0	root															
gь	гь	gъ	Gospod	Nmsny		71	4	3	nsubj															
																								
arxistratiže	архистратиже	arxistratiže	arxistratig	Nmsvy		72	1	4	vocative				ʺO archstratege Gabriel, I say to you:ʺ											
gavri_le.	гаври_ле.	gavrile	Gavriil	Nmsvy		72	2	1	appos					1										
tebě+	тебѣ+	tebě	ty	Pp2-sd		72	3	4	obl	iobj														
glju+	глю+	glju	glagolati	Vmip1si		72	4	0	root															
																								
sьnidi.	сьниди.	sъnidi	sъniti	Vmm-2se		73	1	0	root				ʺGo down to the low tormentor to take the divine-weaved clothes,ʺ											
kь	кь	kъ	k	Sd		73	2	4	case					1										
donemú	донемꙋ́	donemu	dolen	Amsdy		73	3	4	amod															
mčtelù.	мчтелꙋ̀.	mčtelu	mъčitel	Nmsdy		73	4	1	obl															
da+	да+	da	da	C		73	5	6	mark															
vьzme_ši+	вьзме_ши+	vъzmeši	vzema	Vmip2se		73	6	1	advcl					1										
wt+	ѿ+	ot	ot	Sg		73	7	8	case															
nego.	него.	nego	toi	Pp3msg		73	8	6	obl															
bgotkanu+	бготканꙋ+	bgotkanu	bogotъkan	Afsan		73	9	10	amod															
ẅde_ždou	ѡ̈де_ждоу	ẅdeždou	odežda	Nfsan		73	10	6	obj					1										
i+	и+	i	i	C		73	11	13	cc				ʺand the shiny wreath of command over archangelic ranks,ʺ											
svě`tli.	свѣ̀тли.	světli	světъl	Amsny		73	12	13	amod															
věncь+	вѣнць+	věncъ	venec	Nmsnn		73	13	10	conj															
ski_petra	ски_петра	skipetra	skiptъr	Nmsgn		73	14	13	nmod					1										
arxinglьski.	архингльски.	arxinglъski	arxangelski	Ampnn		73	15	16	amod															
čino_vь+	чино_вь+	činovъ	čin	Nmpgn		73	16	14	nmod					1										
i+	и+	i	i	C		73	17	19	cc				ʺand all the glory, which he took from me.ʺ											
vsú	всꙋ́	vsu	vse	Afsan		73	18	19	amod	det														
slávú.	слáвꙋ́.	slavu	slava	Nfsan		73	19	13	conj															
juže+	юже+	juže	iže	Pr-fsn		73	20	21	mark															
vьze_tь+	вьзе_ть+	vъzetъ	vzema	Vmia3se		73	21	19	acl					1										
wt+	ѿ+	ot	ot	Sg		73	22	23	case															
mene.	мене.	mene	az	Pp1-sg		73	23	21	obl															
																								
gavriẅ+	гавриѡ̈+	gavriẅ	Gavriil	Nmsoy		74	1	2	nsubj				Gabriel said:											
rče+	рче+	rče	reka	Vmia3se		74	2	0	root															
																								
ve_likaı+	ве_ликаı+	velikai	velik	Amsny		75	1	2	amod				ʺSatanael is great in cunning of cunnings (?)ʺ	1										
satanailь´.	сатанаиль́.	satanailъ	Satanail	Nmsny		75	2	0	root															
po+	по+	po	po	Sd		75	3	4	case															
xitro_stiu+	хитро_стиꙋ+	xitrostiu	xitrost	Nfsin		75	4	2	obl					1										
xitrosti	хитрости	xitrosti	xitrost	Nfsgn		75	5	4	nmod															
svoei.	своеи.	svoei	svoi	Afsdy		75	6	5	amod	poss														
																								
pre_blazni+	пре_блазни+	preblazni	prěblazniti	Vmia3se		76	1	0	root				ʺHe deceived a number of your angels.ʺ	1										
množьstvo.	множьство.	množъstvo	množestvo	Nnsnn		76	2	1	obj															
anglь	англь	anglъ	angel	Nmpgy		76	3	2	nmod					1										
tvoix	твоих	tvoix	tvoi	Ampgy		76	4	3	amod	poss														
																								
tgo	тго	tgo	toi	Pd-msg		77	1	3	obl				ʺBecause of that, I fear to go to him.ʺ											
rad	рад	rad	radi	Sg		77	2	1	case															
boju+	бою+	boju	boja	Vmip1si		77	3	0	root															
se+	се+	se	se	Px---a		77	4	3	expl															
iti	ити	iti	ida	Vmn---i		77	5	3	advcl															
kь+	кь+	kъ	k	Sd		77	6	7	case															
ne_mu.	не_мꙋ.	nemu	toi	Pp3msd		77	7	5	obl	lat				1										
																								
vldko	влдко	vldko	vladika	Nfsvy		78	1	2	nsubj				The Ruler said:											
rče+	рче+	rče	reka	Vmia3se		78	2	0	root															
																								
poslúšai.	послꙋ́шаи.	poslušai	poslušam	Vmm-2se		79	1	0	root				ʺObey the command of God!ʺ											
po_velenïe	по_веленїе	povelenie	povelenie	Nnsnn		79	2	1	obj					2										
bžïe.	бжїе.	bžie	božii	Ansny		79	3	2	amod	poss	43v	/img/satan/43v.JPG												
																								
gavriẅ+	гавриѡ̈+	gavriẅ	Gavriil	Nmsoy		80	1	2	nsubj				Gabriel said:											
