text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc
nebesьskъixъ	ⱀⰵⰱⰵⱄⱐⱄⰽⱏⰻⱈⱏ	nebesъskyxъ	nebeski	Afpgy		179	19	20	amod								
sïla_xъ:	ⱄⰹⰾⰰ_ⱈⱏ:	silaxъ	sila	Nfpln		179	20	15	conj					1			
ʾī+	҆ⰺ₊	i	i	C		179	21	22	cc								
apostolъ^.	ⰰⱂⱁⱄⱅⱁⰾⱏ̂.	apostolъ	apostol	Nmpgy		179	22	20	conj								
ʾī+	҆ⰺ₊	i	i	C		179	23	24	cc								
mǫče_nīkъ^.	ⰿⱘⱍⰵ_ⱀⰺⰽⱏ̂.	mǫčenikъ	mъčenik	Nmpgy		179	24	22	conj					1			
ʾī+	҆ⰺ₊	i	i	C		179	25	29	cc				and the prayers of apostles, and martyrs, and most reverend and pure maidens, and all the saints,				
prěpodobьnъ^ixъ.	ⱂⱃⱑⱂⱁⰴⱁⰱⱐⱀⱏ̂ⰻⱈⱏ.	prěpodobъnyxъ	prěpodoben	Afpgy		179	26	29	amod					1			
ʾī+	҆ⰺ₊	i	i	C		179	27	28	cc								
čïstъ^ixъ	ⱍⰹⱄⱅⱏ̂ⰻⱈⱏ	čistyxъ	čist	Afpgy		179	28	26	conj								
děvъ^.	ⰴⱑⰲⱏ̂.	děvъ	děva	Nmpgy		179	29	24	conj								
ʾī+	҆ⰺ₊	i	i	C		179	30	32	cc								
vъsěxъ	ⰲⱏⱄⱑⱈⱏ	vъsěxъ	vse	A-pgy		179	31	32	amod	det				1			
svjętъ^ixъ	ⱄⰲⱗⱅⱏ̂ⰻⱈⱏ	svjętyxъ	svęt	A-pgy		179	32	29	conj								
tvoīxъ+	ⱅⰲⱁⰺⱈⱏ₊	tvoixъ	tvoi	A-pgy		179	33	32	amod	poss							
molī_tvamï.	ⰿⱁⰾⰺ_ⱅⰲⰰⰿⰹ.	molitvami	molitva	Nfpin		179	34	39	obl					1			
prïsno+	ⱂⱃⰹⱄⱀⱁ₊	prisno	prisno	R		179	35	37	advmod								
nъi`	ⱀⱏⰻ̀	ny	nie	Pp1-pa		179	36	37	obj								
vъzve_selïlъ	ⰲⱏⰸⰲⰵ_ⱄⰵⰾⰹⰾⱏ	vъzveselilъ	vъzveselja	Vmp--se	Amsnn	179	37	1	acl					1			
ʾésï:	҆ⰵ́ⱄⰹ:	esi	sъm	Vaip2si		179	38	37	aux	prf							
prosïmъ+	ⱂⱃⱁⱄⰹⰿⱏ₊	prosimъ	prosja	Vmip1pi		179	39	0	root				we pray you, o Lord				
tję	ⱅⱗ	tję	ty	Pp2-sa		179	40	39	obj					1			
gï.	ⰳⰹ.	gi	Gospod	Nmsvi		179	41	39	vocative								
																	
da+	ⰴⰰ₊	da	da	C		180	1	4	mark				As we honor the honor of these (...) on all days,				
ʾěkože+	҆ⱑⰽⱁⰶⰵ₊	ěkože	jakože	C		180	2	1	fixed								
nъi`	ⱀⱏⰻ̀	ny	nie	Pp1-pa		180	3	4	nsubj								
čьstïˇmъ	ⱍⱐⱄⱅⰹ̆ⰿⱏ	čъstimъ	čъstja	Vmip1pi		180	4	12	advcl					1			
čьstï+	ⱍⱐⱄⱅⰹ₊	čъsti	čest	Nfsgi		180	5	4	obj								
sï`_ʾīxъ+	ⱄⰹ̀_҆ⰺⱈⱏ₊	siixъ	sii	Pd--pg		180	6	5	nmod	det:poss							
na+	ⱀⰰ₊	na	na	Sa		180	7	9	case								
vьsję+	ⰲⱐⱄⱗ₊	vъsję	vse	Ampan		180	8	9	amod	det							
dьnï	ⰴⱐⱀⰹ	dъni	den	Nmpai		180	9	4	obl					1			
milostьjǫ	ⰿⰻⰾⱁⱄⱅⱐⱙ	milostъjǫ	milost	Nfsin		180	10	12	obl				grant us by your mercy, to always follow your heavenly powers				
tvoéjǫ	ⱅⰲⱁⰵ́ⱙ	tvoejǫ	tvoi	Afsiy		180	11	10	amod	poss							
dázь	ⰴⰰ́ⰸⱐ	dazъ	dam	Vmm-2se		180	12	0	root					1			
namъ	ⱀⰰⰿⱏ	namъ	nie	Pp1-pd		180	13	12	obl	iobj							
priˇsno	ⱂⱃⰻ̆ⱄⱀⱁ	prisno	prisno	R		180	14	12	advmod								
naslědovátï	ⱀⰰⱄⰾⱑⰴⱁⰲⰰ́ⱅⰹ	naslědovati	naslědovati	Vmn---i		180	15	12	advcl					1			
nebesьskъ^iję	ⱀⰵⰱⰵⱄⱐⱄⰽⱏ̂ⰻⱗ	nebesъskyję	nebeski	Afpny		180	16	18	amod								
tvóję	ⱅⰲⱁ́ⱗ	tvoję	tvoi	Afpny		180	17	18	amod	poss							
sílъi:.	ⱄⰻ́ⰾⱏⰻ:.	sily	sila	Nfpnn		180	18	15	obj					1			
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		181	1	0	root				We say to our (...)				
našmь:	ⱀⰰⱎⰿⱐ:	našmъ	naš	A-pdy		181	2	1	obl	iobj							
																	
nad	ⱀⰰⰴ	nad	nad	Si		182	1	2	case				[Title] Over Eucharist				
ʾoplat[m]	҆ⱁⱂⰾⰰⱅ[ⰿ]	oplatm	oplat	Nmsin		182	2	0	root					1			
																	
Darъ+	Ⰴⰰⱃⱏ₊	darъ	dar	Nmsnn		183	1	19	nsubj				O Lord, this gift, brought to you for the sake of all holy heavenly powers,				
sь	ⱄⱐ	sъ	sii	Pd-msn		183	2	1	det	p_nom							
prinesenъ^i	ⱂⱃⰻⱀⰵⱄⰵⱀⱏ̂ⰻ	prineseny	prinesa	Vmpa-se	Amsny	183	3	1	acl								
tebě+	ⱅⰵⰱⱑ₊	tebě	ty	Pp2-sd		183	4	3	obl	iobj							
gï	ⰳⰹ	gi	Gospod	Nmsvi		183	5	19	vocative					1			
vьsě´xъ	ⰲⱐⱄⱑ́ⱈⱏ	vъsěxъ	vse	Afpgy		183	6	9	amod	det							
svjętъ^ixъ	ⱄⰲⱗⱅⱏ̂ⰻⱈⱏ	svjętyxъ	svęt	Afpgy		183	7	9	amod								
nebesь_skъ^ixъ	ⱀⰵⰱⰵⱄⱐ_ⱄⰽⱏ̂ⰻⱈⱏ	nebesъskyxъ	nebeski	Afpgy		183	8	9	amod					1			
sīlъ^+	ⱄⰺⰾⱏ̂₊	silъ	sila	Nfpgn		183	9	3	obl								
radï^:	ⱃⰰⰴⰹ̂:	radi	radi	Sg		183	10	9	case								
ʾī+	҆ⰺ₊	i	i	C		183	11	13	cc				and all your saints, and the righteous ones,				
vьsě_xъ	ⰲⱐⱄⱑ_ⱈⱏ	vъsěxъ	vse	A-pgy		183	12	13	amod	det				1			
svjętъ^ixъ.	ⱄⰲⱗⱅⱏ̂ⰻⱈⱏ.	svjętyxъ	svęt	A-pgy		183	13	9	conj								
tvoïxъ+	ⱅⰲⱁⰹⱈⱏ₊	tvoixъ	tvoi	A-pgy		183	14	13	amod	poss							
r[adi]	ⱃ[ⰰⰴⰻ]	radi	radi	Sg		183	15	13	case					2			
ʾī+	҆ⰺ₊	i	i	C		183	16	17	cc		7v	/img/kiev/kf_7v.jpg					
pravьdьnъ^ixъ+	ⱂⱃⰰⰲⱐⰴⱐⱀⱏ̂ⰻⱈⱏ₊	pravъdъnyxъ	praveden	A-pgy		183	17	13	conj								
radï^:	ⱃⰰⰴⰹ̂:	radi	radi	Sg		183	18	17	case								
bǫ_dï+	ⰱⱘ_ⰴⰹ₊	bǫdi	bъda	Vmm-2se		183	19	0	root				may it be for your praise	1			
tebě	ⱅⰵⰱⱑ	tebě	ty	Pp2-sd		183	20	19	obl	iobj							
vъ+	ⰲⱏ₊	vъ	v	Sa		183	21	22	case								
xvaˇlǫ:	ⱈⰲⰰ̆ⰾⱘ:	xvalǫ	xvala	Nfsan		183	22	19	obl								
																	
ʾa+	҆ⰰ₊	a	a	C		184	1	6	cc				And may you worthily compensate us by their prayers				
namъ	ⱀⰰⰿⱏ	namъ	nie	Pp1-pd		184	2	6	obl	iobj				1			
molïtvamï	ⰿⱁⰾⰹⱅⰲⰰⰿⰹ	molitvami	molitva	Nfpin		184	3	6	obl								
ʾīxъ	҆ⰺⱈⱏ	ixъ	tě	Pp3-pg		184	4	3	nmod	poss							
dostoï_noe+	ⰴⱁⱄⱅⱁⰹ_ⱀⱁⰵ₊	dostoinoe	dostoin	Ansny		184	5	6	obj					1			
otъplatï:	ⱁⱅⱏⱂⰾⰰⱅⰹ:	otъplati	otplatja	Vmm-2se		184	6	0	root								
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		185	1	0	root				We say to our (...)				
našïmь	ⱀⰰⱎⰹⰿⱐ	našimъ	naš	A-pdy		185	2	1	obl	iobj				1			
																	
Po+	Ⱂⱁ₊	po	po	Sl		186	1	2	case				[Title] After the communion				
vъ_sǫ_dě:.	ⰲⱏ_ⱄⱘ_ⰴⱑ:.	vъsǫdě	vъsǫd	Nmsln		186	2	0	root					1			
																	
Prosïmъ+	Ⱂⱃⱁⱄⰹⰿⱏ₊	prosimъ	prosja	Vmip1pi		187	1	0	root				We pray you, o Lord				
tję+	ⱅⱗ₊	tję	ty	Pp2-sa		187	2	1	obj								
gï.	ⰳⰹ.	gi	Gospod	Nmsvi		187	3	1	vocative								
																	
da+	ⰴⰰ₊	da	da	C		188	1	2	aux	opt			May we know, by the prayers of all heavenly powers and all your saints, and their righteous works				
zьnamъ	ⰸⱐⱀⰰⰿⱏ	zъnamъ	znam	Vmip1pi		188	2	0	root					1			
molïtvamï	ⰿⱁⰾⰹⱅⰲⰰⰿⰹ	molitvami	molitva	Nfpin		188	3	2	obl								
vьsěxъ+	ⰲⱐⱄⱑⱈⱏ₊	vъsěxъ	vse	Afpgy		188	4	6	amod	det							
nebe_sьskъ^ixъ	ⱀⰵⰱⰵ_ⱄⱐⱄⰽⱏ̂ⰻⱈⱏ	nebesъskyxъ	nebeski	Afpgy		188	5	6	amod					1			
sílaxъ.	ⱄⰻ́ⰾⰰⱈⱏ.	silaxъ	sila	Nfpln		188	6	3	nmod	poss						sic	
ʾī+	҆ⰺ₊	i	i	C		188	7	9	cc								
vьsě´xъ	ⰲⱐⱄⱑ́ⱈⱏ	vъsěxъ	vse	A-pgy		188	8	9	amod	det				1			
svjętъ^ixъ	ⱄⰲⱗⱅⱏ̂ⰻⱈⱏ	svjętyxъ	svęt	A-pgy		188	9	6	conj								
tvoïxъ.	ⱅⰲⱁⰹⱈⱏ.	tvoixъ	tvoi	A-pgy		188	10	9	amod	poss							
ʾī+	҆ⰺ₊	i	i	C		188	11	12	cc								
dělъ^	ⰴⱑⰾⱏ̂	dělъ	dělo	Nnpgn		188	12	9	conj					1			
ʾīxъ+	҆ⰺⱈⱏ₊	ixъ	tě	Pp3-pg		188	13	12	nmod	poss							
radï^	ⱃⰰⰴⰹ̂	radi	radi	Sg		188	14	12	case								
pravьdьnъixъ:	ⱂⱃⰰⰲⱐⰴⱐⱀⱏⰻⱈⱏ:	pravъdъnyxъ	praveden	Anpgy		188	15	12	amod								
																	
vъ_sǫdъmь	ⰲⱏ_ⱄⱘⰴⱏⰿⱐ	vъsǫdъmъ	vъsǫd	Nmsin		189	1	4	obl				Purify our hearts from our sins by this communion we have taken	1			
sīˇmь	ⱄⰺ̆ⰿⱐ	simъ	sii	Pd-msi		189	2	1	det	p_nom							
vъzjętъi_mь.	ⰲⱏⰸⱗⱅⱏⰻ_ⰿⱐ.	vъzjętymъ	vzema	Amsiy	Vmpa-se	189	3	1	amod					1			
ʾočïstï	҆ⱁⱍⰹⱄⱅⰹ	očisti	očistja	Vmm-2se		189	4	0	root								
srьdьcě	ⱄⱃⱐⰴⱐⱌⱑ	srъdъcě	sъrdce	Nnpnn		189	5	4	obj								
našě	ⱀⰰⱎⱑ	našě	naš	Anpnn		189	6	5	amod	poss				1			
ʾotъ	҆ⱁⱅⱏ	otъ	ot	Sg		189	7	8	case								
grěxъ^	ⰳⱃⱑⱈⱏ̂	grěxъ	grěx	Nmpgn		189	8	4	obl								
našïxъ:	ⱀⰰⱎⰹⱈⱏ:	našixъ	naš	A-pgy		189	9	8	amod	poss							
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		190	1	0	root				We say (to our ...)				
na:.	ⱀⰰ:.	na	naš	A		190	2	1	obl	iobj				1			
																	
mo_li_tva	ⰿⱁ_ⰾⰻ_ⱅⰲⰰ	molitva	molitva	Nfsnn		191	1	0	root				[Title] Prayer 2				
*b*:	·ⰱ·:	*b*	2	Mc		191	2	1	nummod					1			
																	
[S]ъtvorï´+	[Ⱄ]ⱏⱅⰲⱁⱃⰹ́₊	sъtvori	sъtvorja	Vmm-2se		192	1	0	root				Make us, o Lord God, to commune with holy Mother of God and Ever-Virgin Mary,				
nъi`	ⱀⱏⰻ̀	ny	nie	Pp1-pa		192	2	1	obj								
gï	ⰳⰹ	gi	Gospod	Nmsvi		192	3	1	vocative								
bže	ⰱⰶⰵ	bže	bog	Nmsvy		192	4	3	appos								
pričję_stьnъ^i	ⱂⱃⰻⱍⱗ_ⱄⱅⱐⱀⱏ̂ⰻ	pričjęstъny	pričęstьn	Ampan		192	5	1	obl	pred				1			
svjętě^ï	ⱄⰲⱗⱅⱑ̂ⰹ	svjętěi	svęt	Afsdy		192	6	7	amod								
bcï	ⰱⱌⰹ	bci	Bogorodica	Nfsdy		192	7	5	nmod	iobj							
ʾī+	҆ⰺ₊	i	i	C		192	8	9	cc								
pri_snoděvě	ⱂⱃⰻ_ⱄⱀⱁⰴⱑⰲⱑ	prisnoděvě	prisnoděva	Nfsdy		192	9	7	appos					1			
mariï`:	ⰿⰰⱃⰻⰹ̀:	marii	Maria	Nfsdy		192	10	9	appos								
ʾī+	҆ⰺ₊	i	i	C		192	11	12	cc				and worthy of your holy angels, and blessed apostles, martyrs,				
dóstoï_nъi	ⰴⱁ́ⱄⱅⱁⰹ_ⱀⱏⰻ	dostoiny	dostoin	Ampan		192	12	5	conj	pred				1			
svjętъ^ixъ	ⱄⰲⱗⱅⱏ̂ⰻⱈⱏ	svjętyxъ	svęt	Ampgy		192	13	14	amod								
anǵelъ	ⰰⱀⰼⰵⰾⱏ	anǵelъ	angel	Nmpgy		192	14	12	nmod	iobj							
ʾī	҆ⰺ	i	i	C		192	15	17	cc					1			
[bl]aženъixъ	[ⰱⰾ]ⰰⰶⰵⱀⱏⰻⱈⱏ	blaženyxъ	blažen	Ampgy		192	16	17	amod								
ʾapostolъ^.	҆ⰰⱂⱁⱄⱅⱁⰾⱏ̂.	apostolъ	apostol	Nmpgy		192	17	14	conj								
m[ǫ_čenī]kъ^.	ⰿ[ⱘ_ⱍⰵⱀⰺ]ⰽⱏ̂.	mǫčenikъ	mъčenik	Nmpgy		192	18	17	conj					1			
ʾī+	҆ⰺ₊	i	i	C		192	19	23	cc				and most reverend and pure maidens, and all your saints				
prěpodobьnъixъ	ⱂⱃⱑⱂⱁⰴⱁⰱⱐⱀⱏⰻⱈⱏ	prěpodobъnyxъ	prěpodoben	Afpgy		192	20	23	amod					1			
[i+	[ⰻ₊	i	i	C		192	21	22	cc								
č]ïstъixъ	ⱍ]ⰹⱄⱅⱏⰻⱈⱏ	čistyxъ	čist	Afpgy		192	22	20	conj								
děvъ^.	ⰴⱑⰲⱏ̂.	děvъ	děva	Nfpgy		192	23	18	conj								
ʾī+	҆ⰺ₊	i	i	C		192	24	26	cc								
vьs[ě_xъ]	ⰲⱐⱄ[ⱑ_ⱈⱏ]	vъsěxъ	vse	A-pgy		192	25	26	amod	det				1			
[s]vjętъixъ	[ⱄ]ⰲⱗⱅⱏⰻⱈⱏ	svjętyxъ	svęt	A-pgy		192	26	23	conj								
tvoï´xъ:	ⱅⰲⱁⰹ́ⱈⱏ:	tvoixъ	tvoi	A-pgy		192	27	26	amod	poss							
																	
mo_[li]tvamï	ⰿⱁ_[ⰾⰻ]ⱅⰲⰰⰿⰹ	molitvami	molitva	Nfpin		193	1	3	obl				Protect us by their prayers	1			
ʾīxъ+	҆ⰺⱈⱏ₊	ixъ	tě	Pp3-pg		193	2	1	nmod	poss							
zaščitï	ⰸⰰⱎⱍⰻⱅⰹ	zaščiti	zaštitja	Vmm-2se		193	3	0	root					1			
nъ^i	ⱀⱏ̂ⰻ	ny	nie	Pp1-pa		193	4	3	obj								
