text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
véčerou..	ве́чероу..	večerou	večer	Nmsdn		20	19	10	obl					1									
																							
Ktoʺ+	Кто̏+	Kto	kъto	Pq---n		21	1	6	nsubj				for who would (be able to) tell of the well of tears and (her) frequent and endless moanings										
bw	бѡ	bo	bo	C		21	2	6	cc														
tojè	тоѥ̀	toje	tja	Pp3fsg		21	3	8	nmod	poss													
íže	и́же	iže	iže	Pr-msn		21	4	5	mark														
tógdà	то́гдà	togda	togda	Pr		21	5	8	acl														
sьpově´stь	сьповѣ́сть	sъpověstъ	sъpovědati	Vmip3se		21	6	0	root														
slь´_znyi	сль́_зныи	slъznii	sъlzen	Amsny		21	7	8	amod					2									
ístóčnikь.	и́сто́чникь.	istočnikъ	iztočnik	Nmsnn		21	8	6	obj		192v	/img/petka/000388.jpg											
sténanïa+	сте́нанїа+	stenania	stenanie	Nnpnn		21	9	8	conj														
že	же	že	že	Qd		21	10	9	cc														
čéstaa	че́стаа	čestaa	čęst	Anpny		21	11	9	amod					1									
(i)	(и)	i	i	C		21	12	13	cc														
neprěstán'na,	непрѣстáн͛на,	neprěstanna	neprestana	Anpnn		21	13	11	conj														
																							
ktoʺ	кто̏	kto	kъto	Pq---n		22	1	2	nsubj				who will tell of her prostrations										
ízréčetь.	и́зре́четь.	izrečetъ	izreka	Vmip3se		22	2	0	root														
nízoù_lěganïa+	ни́зоу̀_лѣганїа+	nizoulěgania	nizulěganie	Nnpnn		22	3	2	obj					1									
že	же	že	že	Qd		22	4	2	cc														
																							
i+	и+	i	i	C		23	1	5	cc				and who retells her torment?										
tómljenïa	то́млѥнїа	tomljenia	tomlenie	Nnpnn		23	2	5	obj														
vьségdašnjaʺà	вьсе́гдашнꙗ̏à	vъsegdašnjaa	vsegdašen	Anpny		23	3	2	amod					1									
(kto)	(кто)	kto	kъto	Pq---n		23	4	5	nsubj														
skažetь(?).	скажеть(?).	skažetъ?	skaža	Vmip3se		23	5	0	root														
																							
Ne+	Не+	Ne	ne	Qz		24	1	3	advmod				for there was no one able to see those (deeds)										
bò	бо̀	bo	bo	C		24	2	3	cc														
bě´še	бѣ́ше	běše	sъm	Vaii3si		24	3	0	root														
támo	тáмо	tamo	tamo	R	Pr---a	24	4	3	advmod														
ínógò	и́но́го̀	inogo	in	Amsgy		24	5	3	obl	pred				1									
(kogo)	(кого)	kogo	kъto	Pq---g		24	6	5	expl														
sьmátrati	сьмáтрати	sъmatrati	sъmatrjati	Vmn---e		24	7	5	acl														
taʺ	та̏	ta	to	Pp3npn		24	8	7	obj														
móguštaʺgo,	мо́гꙋща̏го,	moguštago	moga	Amsgy	Vmpp-sia	24	9	7	aux														
tь´čïjù	ть́чїю̀	tъčiju	tъčijǫ	R		24	10	15	cc				but only that all-seeing eye (of God)	1									
(iže)	(иже)	iže	iže	Pr-msn		24	11	14	det														
v'sà	в͛сà	vsa	vse	Nnsgn		24	12	13	obj														
nazyrajuštejè	назырающеѥ̀	nazirajušteje	nazirati	Ansny		24	13	14	acl														
wkò.	ѡко̀.	oko	oko	Nnsnn		24	14	5	conj														
																							
ne	не	ne	ne	Qz		25	1	2	advmod				there was no care for teams of oxen, nor of horses with golden bridles										
běʺ	бѣ̏	bě	sъm	Vmia3si		25	2	0	root														
toì	тоѝ	toi	tja	Pp3fsd		25	3	2	obl	iobj				1									
(tamo)	(тамо)	tamo	tamo	R	Pr---a	25	4	2	advmod														
popečénïe	попече́нїе	popečenie	popečenie	Nnsnn		25	5	2	nsubj							Cejtlin et al. 479: popečenie 'péče, starost'							
w´+	ѡ́+	o	o (2)	Sl		25	6	7	case														
soúprugoxь	соу́прꙋгохь	souprugoxъ	sъprug	Nmpln		25	7	2	obl	loc													
vólwvьʺ.	во́лѡвь̏.	volovъ	vol	Nmpgn		25	8	7	nmod					1									
(niže)	(ниже)	niže	niže	C		25	9	12	cc														
w´+	ѡ́+	o	o (2)	Sl		25	10	12	case														
zláto_oúzdnyʺxь	злáто_оу́здны̏хь	zlatoouzdnixъ	zlatouzden	Ampgy		25	11	12	amod														
kónjexь.	ко́нѥхь.	konjexъ	kon	Nmpln		25	12	7	conj	loc													
nì	нѝ	ni	ni	C		25	13	15	cc				nor for clothes or bedding	1									
(w	(ѡ	o	o (2)	Sl		25	14	15	case														
wdeždaxь)	ѡдеждахь)	odeždaxъ	odežda	Nfpln		25	15	12	conj	loc													
í+	и́+	i	i	C		25	16	17	cc														
posteljaxь.	постелꙗхь.	posteljaxъ	postelja	Nfpln		25	17	15	conj	loc													
ne+	не+	ne	ne	Qz		25	18	20	cc				nor for houses and handmaids										
w´+	ѡ́+	o	o (2)	Sl		25	19	20	case														
dómox	до́мох	domox	dom	Nmpln		25	20	17	conj	loc				1									
(i)	(и)	i	i	C		25	21	22	cc														
rabinjaxь,	рабинꙗхь,	rabinjaxъ	robinja	Nfply		25	22	20	conj	loc													
nьʺ	нь̏	nъ	no	C		25	23	26	cc				only about purifying (her) soul, about the answers at the Last Judgement										
w´+	ѡ́+	o	o (2)	Sl		25	24	26	case														
dšévnomь	дше́вномь	dševnomъ	duševen	Ansin		25	25	26	amod														
wčíšteniʺ.	ѡчи́щени̏.	očištenii	očištenie	Nnsln		25	26	22	conj	loc				1									
W+	Ѡ+	o	o (2)	Sl		25	27	28	case														
wtvě´tě	ѿвѣ́тѣ	otvětě	otvet	Nmsln		25	28	26	conj	loc													
boúduštàgo	боу́дꙋщàго	bouduštago	bъda	Amsgy	Vmpp-sea	25	29	30	amod														
soúda.	соу́да.	souda	sъd	Nmsgn		25	30	28	nmod														
w´+	ѡ́+	o	o (2)	Sl		25	31	32	case				about the meeting of the Bridegroom, saying:										
srě_tenïi	срѣ_тенїи	srětenii	sretenie	Nnsln		25	32	28	conj	loc				1									
žénixově.	же́ниховѣ.	ženixově	ženixov	Ansln		25	33	32	nmod	poss													
tébe	те́бе	tebe	ty	Pp2-sg		25	34	37	obj				ʺyou, o my bridegroom, do I wantʺ										
žéniše	же́нише	ženiše	ženix	Nmsvy		25	35	37	vocative														
moì	моѝ	moi	moi	Amsny		25	36	35	amod	poss				1									
íštoù	и́щоу̀	ištou	iskam	Vmip1si		25	37	38	advcl														
gljúštïi.	глю́щїи.	gljuštii	glagolati	Vmpp-sia	Afsny	25	38	2	advcl														
i+	и+	i	i	C		25	39	48	cc				and also that (verse) in the Song (of the songs), which she always beared in her mind										
w´nò	ѡ́но̀	ono	on	Pd-nsn		25	40	48	obj														
ježe	ѥже	ježe	iže	Pr-nsn		25	41	43	mark														
vь+	вь+	vъ	v	Sl		25	42	43	case														
pě´nïixь	пѣ́нїихь	pěniixъ	penie	Nnpln		25	43	40	acl					1									
vínou	ви́ноу	vinou	vynǫ	R		25	44	47	advmod														
vь+	вь+	vъ	v	Sl		25	45	46	case														
oúmě`	оу́мѣ̀	oumě	um	Nmsln		25	46	47	obl	loc													
nóseštïi	но́сещїи	noseštii	nosja	Vmpp-sia	Afsny	25	47	38	conj														
gljúštejè..	глю́щеѥ̀..	gljušteje	glagolati	Vmpp-sia	Ansny	25	48	47	advcl				saying:										
Vъ_zvě´stite+	Въ_звѣ́стите+	vъzvěstite	vъzvestja	Vmm-2pe		25	49	48	advcl				ʺtell me about him, whom my soul lovesʺ	1		Song 1:6							
mi	ми	mi	az	Pp1-sd		25	50	49	obl	iobj													
egóže	его́же	egože	iže	Pr-msg		25	51	52	mark														
vьzljubì	вьзлюбѝ	vъzljubi	vъzljubja	Vmia3se		25	52	49	advcl	obj													
dša	дша	dša	duša	Nfsny		25	53	52	nsubj														
mojà.	моꙗ̀.	moja	moi	Afsny		25	54	53	amod	poss				1									
																							
w´+	ѡ́+	o	o (2)	Sl		26	1	2	case				she worried often about how to make her lamp prettily			Mt 25:1-13							
sémь	се́мь	semъ	sii	Pd-nsl		26	2	4	obl	loc													
čésto	че́сто	često	često	R		26	3	4	advmod														
bolě´znoujáše,	болѣ́зноуꙗ́ше,	bolěznoujaše	bolěznovati	Vmii3si		26	4	0	root														
káko	кáко	kako	kako	Pq		26	5	6	mark														
oú_krásitь	оу́_крáсить	oukrasitъ	ukrasja	Vmip3se		26	6	2	acl					1									
svě´til'nikь.	свѣ́тил͛никь.	světilnikъ	světilnik	Nmsnn		26	7	6	obj														
káko	кáко	kako	kako	Pq		26	8	10	mark				how to fill it with oil										
másla	мáсла	masla	maslo	Nnsgn		26	9	10	obj					1									
ísplь´nitь.	и́спль́нить.	isplъnitъ	izpъlnja	Vmip3se		26	10	6	conj														
káko	кáко	kako	kako	Pq		26	11	14	mark				how she'll notice the sweet voice of her Bridegroom										
sládkàgo	слáдкàго	sladkago	sladъk	Amsgy		26	12	15	amod														
žénixova	же́нихова	ženixova	ženixov	Amsgn		26	13	15	amod	poss				1									
oúslýšitь	оу́слы́шить	ouslišitъ	uslyšati	Vmip3se		26	14	10	conj														
glása.	глáса.	glasa	glas	Nmsgn		26	15	14	obj														
káko	кáко	kako	kako	Pq		26	16	18	mark				how can she liken herself to the wise virgins										
dvámь	двáмь	dvamъ	deva	Nfpdy		26	17	18	obl	iobj													
sьlí_kьstvujetь	сьли́_кьствꙋѥть	sъlikъstvujetъ	sъlikъstvovati	Vmip3si		26	18	14	conj					1									
moúdryʺmь.	моу́дры̏мь.	moudrimъ	mъdъr	Afpdy		26	19	17	amod														
káko	кáко	kako	kako	Pq		26	20	22	mark				how she'll enjoy the Bridegroom's sight, beauty, glory, lightness, presence, happiness										
žéni_xova	же́ни_хова	ženixova	ženixov	Amsgn		26	21	24	amod	poss				1									
nasládit+	наслáдит+	nasladit	nasladja	Vmip3se		26	22	18	conj														
se	се	se	se	Px---a		26	23	22	expl														
zrě´nïa.	зрѣ́нїа.	zrěnia	zrenie	Nmsgn		26	24	22	obj														
krásoti.	крáсоти.	krasoti	krasota	Nfsgn		26	25	24	conj					1									
slávy,	слáвы,	slavi	slava	Nfsgn		26	26	25	conj														
svě´tlosti.	свѣ́тлости.	světlosti	světlost	Nfsgn		26	27	26	conj														
sьprěbývanïa,	сьпрѣбы́ванїа,	sъprěbivania	sъprebivanie	Nnsgn		26	28	27	conj					2									
blžén'stva.	блже́н͛ства.	blženstva	blaženstvo	Nnsgn		26	29	28	conj		193r	/img/petka/000389.jpg											
																							
w´+	ѡ́+	o	o (2)	Sl		27	1	2	case				her heart was aching only because of that										
sémь	се́мь	semъ	sii	Pd-nsl		27	2	6	obl	loc													
tь´čïjù	ть́чїю̀	tъčiju	tъčijǫ	R		27	3	2	amod														
tojè	тоѥ̀	toje	tja	Pp3fsg		27	4	5	nmod	poss													
srdce.	срдце.	srdce	sъrdce	Nnsnn		27	5	6	nsubj					1									
bolě´znьno	болѣ́зньно	bolěznъno	boleznen	Ansnn		27	6	0	root														
bě´še.	бѣ́ше.	běše	sъm	Vmii3si		27	7	6	cop														
																							
w´+	ѡ́+	o	o (2)	Sl		28	1	2	case				her eyes were always darkened by tears because of that										
sémь	се́мь	semъ	sii	Pd-nsl		28	2	6	obl	loc													
tojè	тоѥ̀	toje	tja	Pp3fsg		28	3	4	nmod	poss													
w´či	ѡ́чи	oči	oko	Nnpnn		28	4	6	nsubj					1									
slь´zami	сль́зами	slъzami	sъlza	Nfpin		28	5	6	obl														
pomráčajemyʺ	помрáчаѥмы̏	pomračajemii	pomrača	Vmpp-pe	Anpny	28	6	0	root	pass													
bě´xou	бѣ́хоу	běxou	sъm	Vmii3pi		28	7	6	cop														
vínu.	ви́нꙋ.	vinu	vynǫ	R		28	8	6	amod					1									
kógdà	ко́гдà	kogda	kogda	Pq		28	9	10	advmod				ʺwhen can I comeʺ, speaking, ʺand show myself to the face of God?ʺ			Ps 41:3 CS - kogda priidu i javlju+sę licu bžiju? (Ps 42:2 NIV)							
prïídu	прїи́дꙋ	priidu	priida	Vmip1se		28	10	11	advcl														
gljúštiʺ	глю́щи̏	gljuštii	glagolati	Vmpp-sia	Afsny	28	11	4	acl														
i+	и+	i	i	C		28	12	13	cc														
jávljú+	ꙗ́влю́+	javlju	javja	Vmip1se		28	13	10	conj														
se	се	se	se	Px---a		28	14	13	expl														
lícou	ли́цоу	licou	lice	Nnsdn		28	15	13	obl	iobj				1									
bžïjù..	бжїю̀..	bžiju	božii	Ansdn		28	16	15	amod	poss													
																							
Vъ+	Въ+	vъ	v	Sl		29	1	2	case				as she worked hard (ʺtrained and struggledʺ) in this way									5	Struggle with the Devil
síxь	си́хь	sixъ	sii	Pd--pg		29	2	6	obl	loc													
í+	и́+	i	i	C		29	3	4	cc														
sícevïix	си́цевїих	siceviix	sicev	Ampgy		29	4	2	conj														
toì	тоѝ	toi	tja	Pp3fsd		29	5	6	obl	iobj													
oúprá_žnjajušti+	оу́прá_жнꙗющи+	oupražnjajušti	upražnjavam	Vmpp-sia	Afsnn	29	6	14	acl					1									
se	се	se	se	Px---a		29	7	6	expl														
í+	и́+	i	i	C		29	8	9	cc														
pékouštïi+	пе́коущїи+	pekouštii	pešti	Vmpp-sia	Afsny	29	9	6	conj														
se.	се.	se	se	Px---a		29	10	9	expl														
nikákože	никáкоже	nikakože	nikakože	Pz		29	11	12	advmod				the Evil wasn't going to stop trying to seduce her by dreams and apparitions	1									
prěstà	прѣстà	prěsta	prestana	Vmia3se		29	12	0	root														
loúkavyʺ	лоу́кавы̏	loukavi	lukav	Amsny		29	13	12	nsubj														
touʺ	тоу̏	tou	tja	Pp3fsa		29	14	15	obj														
ískoúšajuštïi,	и́скоу́шающїи,	iskoušajuštii	izkušavam	Vmpp-sia	Afsny	29	15	12	advcl					1									
mь´čtan'mi+	мь́чтан͛ми+	mъčtanmi	mečtanie	Nnpin		29	16	15	obl														
že	же	že	že	Qd		29	17	15	mark														
í+	и́+	i	i	C		29	18	19	cc														
privíděn'mì.	приви́дѣн͛мѝ.	prividěnmi	prividenie	Nnpin		29	19	16	conj														
Mnóži_ceju+	Мно́жи_цею+	množiceju	množicejǫ	R	Nfsin	29	20	26	advmod				turning himself many times into various beasts	1		Cejtlin et al. 337: mъnožicejǫ 'mnohdy, mnohokrát, často'							
že	же	že	že	Qd		29	21	26	mark														
í+	и́+	i	i	C		29	22	25	amod														
vь+	вь+	vъ	v	Sl		29	23	25	case														
razlíčnyje	разли́чныѥ	različnije	različen	Ampny		29	24	25	amod														
zvě´ry	звѣ́ры	zvěri	zvěr	Nmpan		29	25	27	obl	lat						Formally an o-stem ending (<i>zvěrь</i> was an i-stem). Zogr.107: <i>źvěrę</i>							
sébe	се́бе	sebe	se	Px---g		29	26	27	obj														
prě_tvárajuštïi,	прѣ_твáрающїи,	prětvarajuštii	pretvarjavam	Vmpp-sia	Afsny	29	27	15	conj					1									
éže	е́же	eže	iže	Pr-nsn		29	28	34	mark				so that he could cause her to leave (the desert)										
káko+	кáко+	kako	kako	Pq		29	29	28	fixed														
by	бы	bi	bъda	Vao-2se		29	30	34	aux	con													
toì	тоѝ	toi	tja	Pp3fsd		29	31	34	obl	iobj													
spónou	спо́ноу	sponou	sъpona	Nfsan		29	32	34	obj					1									
wttečénïa	ѿтече́нїа	ottečenia	ottečenie	Nnsgn		29	33	32	nmod														
sьtvórilь.	сьтво́риль.	sъtvorilъ	sъtvorja	Vmp--se		29	34	12	advcl														
																							
nьʺ	нь̏	nъ	no	C		30	1	5	cc				but the good Petka ʺmade the Most High her dwellingʺ by the well of tears in her eyes			Ps 91:9 NIV							
dóbraa	до́браа	dobraa	dobъr	Afsny		30	2	3	amod				(ʺwell of endlessly-from-her-eyes-pouring tearsʺ)			CS: vyšnęgo položilъ esi priběžište tvoe (Ps 90:9)							
pétkà	пе́ткà	petka	Petka	Nfsny		30	3	5	nsubj					1									
výšnjàgo	вы́шнꙗ̀го	višnjago	vyšьn	Amsgy		30	4	6	amod														
polóži	поло́жи	položi	položa	Vmia3se		30	5	0	root														
pribě´žište	прибѣ́жище	priběžište	pribežište	Nnsnn		30	6	5	obl	pred													
sébě.	се́бѣ.	sebě	se	Px---g		30	7	6	nmod	iobj				1									
slь´znïì	сль́знїѝ	slъznii	sъlzen	Amsnn		30	8	14	amod														
wt+	ѿ+	ot	ot	Sg		30	9	13	case														
wčijù	ѡчию̀	očiju	oko	Nndgn		30	10	13	obl	abl													
neprěstán'no	непрѣстáн͛но	neprěstanno	neprestanno	R		30	11	12	advmod														
ízvódeštiʺ	и́зво́дещи̏	izvodeštii	izveda	Vmpp-sea	Afsny	30	12	13	acl					1									
ístóčnikь..	и́сто́чникь..	istočnikъ	iztočnik	Nmsnn		30	13	5	obj														
																							
Síce	Си́це	sice	sice	R		31	1	15	advmod				And thus, gaining a manly mind with the womanly nature, she destroyed all of the Enemy's machinations as some spider web.			Berl.d.: tъ´ĭ tïę` sъs žén'skiĭ takméžъ mъ´ž'kĭ spečélĭ rázum							
oúbò	оу́бо̀	oubo	ubo	C		31	2	15	cc														
toì	тоѝ	toi	tja	Pp3fsd		31	3	15	advmod														
vь+	вь+	vъ	v	Sl		31	4	6	case														
žénь_skomь	же́нь_скомь	ženъskomъ	ženski	Ansin		31	5	6	amod					1									
jéstvě	ѥ́ствѣ	jestvě	estestvo	Nnsln		31	6	9	nmod	loc													
moúžьskyì	моу́жьскыѝ	moužъskii	mužski	Amsny		31	7	9	amod														
stéžav'šïi	сте́жав͛шїи	stežavšii	sъtęžati	Vmpa-sia	Amsny	31	8	9	amod					1									
razoúmь.	разоу́мь.	razoumъ	razum	Nmsnn		31	9	15	nsubj														
vъsè	въсѐ	vъse	vse	Afpnn		31	10	16	amod														
vrážïe	врáжїе	vražie	vražii	Afpny		31	11	16	amod														
jákóže	ꙗ́ко́же	jakože	jakože	R		31	12	14	mark														
ně´ko_toroujù	нѣ́ко_тороую̀	někotorouju	někotori	Afsay		31	13	14	amod	det				1									
paoúčínu	паоу́чи́нꙋ	paoučinu	paǫčina	Nfsan		31	14	15	advcl														
razáraàše	разáраàше	razaraaše	razoravam	Vmii3se		31	15	0	root														
kь´zny.	кь́зны.	kъzni	kъznь	Nfpnn		31	16	15	obj					1									
																							
i+	и+	i	i	C		32	1	8	cc				and as David, she vanquished the Goliath every day			1 Sam 17:49-51							
jákóže	ꙗ́ко́же	jakože	jakože	R		32	2	3	mark														
dvdь	двдь	dvdъ	David	Nmsny		32	3	8	advcl														
na+	на+	na	na	Sa		32	4	6	case														
kь´ždò	кь́ждо̀	kъždo	kъždo	R		32	5	6	amod														
dnь	днь	dnъ	den	Nmsnn		32	6	8	obl	loc													
mýslьnàgo	мы́сльнàго	mislъnago	myslьn	Amsgy		32	7	9	amod					1									
nizlágaàše	низлáгаàше	nizlagaaše	nizlagati	Vmii3si		32	8	0	root														
gólïaѳa.	го́лїаѳа.	goliaѳa	Goliat	Nmsgy		32	9	8	obj														
																							
i+	и+	i	i	C		33	1	3	cc				and one could see the dragon, basking strongly in his anger										
běʺ	бѣ̏	bě	sъm	Vaia3si		33	2	3	aux														
víděti	ви́дѣти	viděti	vidja	Vmn---i		33	3	0	root					1									
íže	и́же	iže	iže	Pr-msn		33	4	8	mark														
vь+	вь+	vъ	v	Sl		33	5	6	case														
zlóbě	зло́бѣ	zlobě	zloba	Nfsdn		33	6	8	obl	loc													
